Main_category,Sub_category,Item,Conditions,Effective_date,Unit_cost
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í stein og settur múrbolti,þvermál 7-12 mm,01.12.2007,0.3
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í stein og settur tappi loft og veggir,þvermál <= 8 mm ,01.12.2007,0.12
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í stein og settur tappi loft og veggir,þvermál >= 9 mm,01.12.2007,0.19
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í steyptan vegg eða gólf þykkt 26-40 cm ,kjarnaborað 100 mm gat,01.12.2007,6.1
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í steyptan vegg eða gólf þykkt 26-40 cm ,"kjarnaborað 101-150 mm gat, fjöldi < 10",12.06.2025,10
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í steyptan vegg eða gólf þykkt 26-40 cm ,"kjarnaborað 101-150 mm gat, fjöldi >= 10",12.06.2025,8.5
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í steyptan vegg eða gólf þykkt 26-40 cm ,"kjarnaborað 151-200 mm gat, fjöldi < 10",12.06.2025,12
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í steyptan vegg eða gólf þykkt 26-40 cm ,"kjarnaborað 151-200 mm gat, fjöldi >= 10",12.06.2025,10
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í steyptan vegg eða gólf þykkt 26-40 cm ,kjarnaborað 50 mm,01.12.2007,4.7
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í steyptan vegg eða gólf þykkt 26-40 cm ,kjarnaborað 75 mm gat,01.12.2007,5.7
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í steyptan vegg eða gólf þykkt 26-40 cm ,þvermál 16 mm,01.12.2007,2.3
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í steyptan vegg eða gólf þykkt 26-40 cm ,þvermál 20 mm,01.12.2007,2.55
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í steyptan vegg eða gólf þykkt 26-40 cm ,þvermál 25 mm,01.12.2007,3.3
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í steyptan vegg eða gólf þykkt 41-60 cm ,kjarnaborað 50 mm gat,01.10.2019,6.96
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í steyptan vegg eða gólf þykkt 41-60 cm ,kjarnaborað 75 mm gat,01.10.2019,8.44
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í steyptan vegg eða gólf þykkt 41-60 cm ,þvermál 16 mm,01.10.2019,3.4
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í steyptan vegg eða gólf þykkt 41-60 cm ,þvermál 20 mm,01.10.2019,3.78
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í steyptan vegg eða gólf þykkt 41-60 cm ,þvermál 25 mm,01.10.2019,4.9
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í steyptan vegg eða gólf þykkt 61-70 cm ,kjarnaborað 50 mm gat,01.10.2019,10.3
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í steyptan vegg eða gólf þykkt 61-70 cm ,kjarnaborað 75 mm gat,01.10.2019,12.5
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í steyptan vegg eða gólf þykkt 61-70 cm ,þvermál 16 mm,01.10.2019,5
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í steyptan vegg eða gólf þykkt 61-70 cm ,þvermál 20 mm,01.10.2019,5.6
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í steyptan vegg eða gólf þykkt 61-70 cm ,þvermál 25 mm,01.10.2019,7.25
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í steyptan vegg eða gólf þykkt a.o.m. 25 cm ,kjarnaborað 100 mm gat,01.12.2007,4
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í steyptan vegg eða gólf þykkt a.o.m. 25 cm ,"kjarnaborað 101-150 mm gat, fjöldi < 10",12.06.2025,8
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í steyptan vegg eða gólf þykkt a.o.m. 25 cm ,"kjarnaborað 101-150 mm gat, fjöldi >= 10",12.06.2025,6.5
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í steyptan vegg eða gólf þykkt a.o.m. 25 cm ,"kjarnaborað 151-200 mm gat, fjöldi < 10",12.06.2025,10
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í steyptan vegg eða gólf þykkt a.o.m. 25 cm ,"kjarnaborað 151-200 mm gat, fjöldi >= 10",12.06.2025,8
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í steyptan vegg eða gólf þykkt a.o.m. 25 cm ,kjarnaborað 50 mm gat,01.12.2007,2.95
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í steyptan vegg eða gólf þykkt a.o.m. 25 cm ,kjarnaborað 75 mm gat,01.12.2007,3.75
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í steyptan vegg eða gólf þykkt a.o.m. 25 cm ,þvermál 16 mm,01.12.2007,1.55
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í steyptan vegg eða gólf þykkt a.o.m. 25 cm ,þvermál 20 mm,01.12.2007,1.7
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í steyptan vegg eða gólf þykkt a.o.m. 25 cm ,þvermál 25 mm,01.12.2007,2.15
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í vikur eða gifshlaðning,þvermál <= 25 mm,01.12.2007,0.4
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað í vikur eða gifshlaðning,þvermál > 25 mm,01.12.2007,0.5
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað og snittað,"í loft, þvermál <= 6 mm",01.12.2007,0.38
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað og snittað,"í loft, þvermál 13-25 mm",01.12.2007,0.89
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað og snittað,"í loft, þvermál 7-12 mm",01.12.2007,0.66
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað og snittað,þvermál <= 6 mm,01.12.2007,0.24
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað og snittað,þvermál 13-25 mm,01.12.2007,0.59
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Borað og snittað,þvermál 7-12 mm,01.12.2007,0.44
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Brotið fyrir dós ,í stein,01.01.2000,1.5
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Brotið fyrir dós ,í vikur,03.11.2019,0.25
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Brotin rauf í steinloft,fyrir 16-20 mm rör,01.09.2011,4.2
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Brotin rauf í steinloft,fyrir 25 mm rör,03.11.2019,4.95
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Brotin rauf í steinvegg og -gólf,fyrir 16-20 mm rör,01.12.2007,2.45
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Brotin rauf í steinvegg og -gólf,fyrir 25mm rör,03.11.2019,3.3
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Færa loftplötuhólk,"í steyptri plötu, allt að 30cm",01.01.2011,4.2
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Fræst rauf í gólfílögn,fyrir 16-20 mm rör,01.12.2007,0.6
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Fræst rauf í gólfílögn,fyrir 25 mm rör,01.12.2007,0.75
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Fræst rauf í vikur eða gifshlaðning,fyrir 16-20 mm rör,01.12.2007,0.4
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Fræst rauf í vikur eða gifshlaðning,fyrir 25 mm rör,01.12.2007,0.6
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Fræst rauf í vikur eða gifshlaðning,fyrir 32 mm rör,01.12.2007,0.72
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Fræst rauf í vikur eða gifshlaðning,fyrir 40 mm rör,01.12.2007,0.85
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Fræst rauf í vikur eða gifshlaðning,fyrir 50 mm rör,01.12.2007,0.96
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Gat í gifsplötu,10x10 cm,01.12.2007,0.4
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Gat í gifsplötu,20x20 cm,01.12.2007,0.6
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Gat í gifsplötu,30x30 cm,01.12.2007,0.8
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Gat í gifsplötu,40x40 cm,01.12.2007,1
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Gat í gifsplötu,50x50 cm,01.12.2007,1.2
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Gat í gifsplötu,60x60 cm,01.12.2007,1.4
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Gat í járn efnisþykkt <= 6 mm,15x15 cm,01.01.2000,3
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Gat í járn efnisþykkt <= 6 mm,9x18 cm,01.01.2000,2.5
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Gat í járn efnisþykkt <= 6 mm,9x9 cm,01.01.2000,2
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Gat í múrhúð,10x10 cm,01.12.2007,0.4
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Gat í múrhúð,20x20 cm,01.12.2007,0.6
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Gat í múrhúð,30x30 cm,01.12.2007,0.8
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Gat í múrhúð,40x40 cm,01.12.2007,1
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Gat í múrhúð,50x50 cm,01.12.2007,1.2
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Gat í múrhúð,60x60 cm,01.12.2007,1.4
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Gat í plastefni efnisþykkt <= 6 mm,15x15 cm,01.01.2000,1.2
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Gat í plastefni efnisþykkt <= 6 mm,9x18 cm,01.01.2000,1
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Gat í plastefni efnisþykkt <= 6 mm,9x9 cm,01.01.2000,0.8
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Gat í stein,10x10 cm,01.12.2007,3.6
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Gat í stein,20x20 cm,01.12.2007,4.5
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Gat í stein,30x30 cm,01.12.2007,6
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Gat í stein,40x40 cm,01.12.2007,7.5
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Gat í stein,50x50 cm,01.12.2007,9
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Gat í stein,60x60 cm,01.12.2007,10.5
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Gat í vikur eða gifshlaðning,10x10 cm,01.12.2007,1.2
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Gat í vikur eða gifshlaðning,20x20 cm,01.12.2007,1.5
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Gat í vikur eða gifshlaðning,30x30 cm,01.12.2007,2
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Gat í vikur eða gifshlaðning,40x40 cm,01.12.2007,2.5
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Gat í vikur eða gifshlaðning,50x50 cm,01.12.2007,3
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Gat í vikur eða gifshlaðning,60x60 cm,01.12.2007,3.5
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Hrært og múrfest rör ,í rauf v/g. <=20mm,01.01.2000,2.2
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Skorinn járnteinn í steypu,-,01.01.2000,0.5
LAGNALEIÐIR,"Borgöt, raufar og brotvinna",Skotnagli,6-9 mm,01.12.2007,0.13
LAGNALEIÐIR,Brunaþéttingar,"Brunaþétting  0,01 m² (t.d. 100x100 mm)",t.d. við rennu eða stiga,27.01.2025,2.5
LAGNALEIÐIR,Brunaþéttingar,"Brunaþétting 0,02 m² (t.d. 200x100 mm)",t.d. við rennu eða stiga,27.01.2025,2.8
LAGNALEIÐIR,Brunaþéttingar,"Brunaþétting 0,03 m² (t.d. 200x150 mm eða 300x100 mm)",t.d. við rennu eða stiga,27.01.2025,3.1
LAGNALEIÐIR,Brunaþéttingar,"Brunaþétting 0,04 m² (t.d. 400x100 mm eða 200x200 mm)",t.d. við rennu eða stiga,27.01.2025,3.4
LAGNALEIÐIR,Brunaþéttingar,"Brunaþétting 0,05 m² (t.d. 500x100 mm eða 250x200 mm)",t.d. við rennu eða stiga,27.01.2025,3.7
LAGNALEIÐIR,Brunaþéttingar,"Brunaþétting 0,06 m² (t.d. 400x150 mm, 300x200 mm eða 600x100 mm)",t.d. við rennu eða stiga,27.01.2025,4
LAGNALEIÐIR,Brunaþéttingar,"Brunaþétting 0,08 m² (t.d. 400x200 mm)",t.d. við rennu eða stiga,27.01.2025,4.5
LAGNALEIÐIR,Brunaþéttingar,"Brunaþétting 0,09 m² (t.d. 300x300 mm eða 600x150 mm)",með rennu eða stiga,27.01.2025,4.8
LAGNALEIÐIR,Brunaþéttingar,"Brunaþétting 0,12 m² (t.d. 400x300 mm eða 600x200 mm)",t.d. við rennu eða stiga,27.01.2025,5.5
LAGNALEIÐIR,Brunaþéttingar,"Brunaþétting 0,18 m² (t.d. 900x200 mm eða 600x300 mm)",t.d. við rennu eða stiga,27.01.2025,6
LAGNALEIÐIR,Brunaþéttingar,Brunaþéttirör 16 mm,uppsetning,27.01.2025,0.5
LAGNALEIÐIR,Brunaþéttingar,Brunaþéttirör 20 mm,uppsetning,27.01.2025,0.5
LAGNALEIÐIR,Brunaþéttingar,Brunaþéttirör 25 mm,uppsetning,27.01.2025,0.6
LAGNALEIÐIR,Brunaþéttingar,Brunaþéttirör 32 mm,uppsetning,27.01.2025,0.6
LAGNALEIÐIR,Brunaþéttingar,Brunaþéttirör 40 mm,uppsetning,27.01.2025,0.6
LAGNALEIÐIR,Brunaþéttingar,Brunaþéttirör 50 mm,uppsetning,27.01.2025,0.7
LAGNALEIÐIR,Brunaþéttingar,Brunaþéttirör 60 mm,uppsetning,27.01.2025,0.7
LAGNALEIÐIR,Brunaþéttingar,Brunaþéttirör 90 mm,uppsetning,27.01.2025,0.7
LAGNALEIÐIR,Brunaþéttingar,Rammi settur upp fyrir brunavarnagegnumtök (t.d. Brattberg),>=3 hólf,01.01.2000,6.5
LAGNALEIÐIR,Brunaþéttingar,Rammi settur upp fyrir brunavarnagegnumtök (t.d. Brattberg),1-2 hólf,01.01.2000,4.5
LAGNALEIÐIR,Dósir og innfelldir kassar,Bjöllu / tenglaplata,"í bárujárn, <=10x10 sm",01.10.2019,2.5
LAGNALEIÐIR,Dósir og innfelldir kassar,Blindlok á gólfkassa,-,01.01.2000,0.4
LAGNALEIÐIR,Dósir og innfelldir kassar,Framlengingahringur á dós,-,01.12.2007,0.15
LAGNALEIÐIR,Dósir og innfelldir kassar,Gat í loftaplötu ,"ferhyrnd, 101-250 mm",01.12.2007,1.9
LAGNALEIÐIR,Dósir og innfelldir kassar,Gat í loftaplötu ,"ferhyrnd, 40-100 mm",01.12.2007,1.1
LAGNALEIÐIR,Dósir og innfelldir kassar,Gat í loftaplötu ,hringlaga 101-250 mm með uppsetningu á dós,01.12.2007,1.25
LAGNALEIÐIR,Dósir og innfelldir kassar,Gat í loftaplötu ,hringlaga 40-100 mm með uppsetningu á dós,01.12.2007,0.75
LAGNALEIÐIR,Dósir og innfelldir kassar,Gólfkassi með stillirörum múrboltum og götum,-,01.01.2000,5.98
LAGNALEIÐIR,Dósir og innfelldir kassar,Hringlaga dós fyrir innfelda lampa (ÞxD) 20x12 cm,í plasteinangrun í loft,10.12.2025,0
LAGNALEIÐIR,Dósir og innfelldir kassar,Hringlaga dós fyrir innfelda lampa (ÞxD) 30x20 cm,í plasteinangrun í loft,10.12.2025,0
LAGNALEIÐIR,Dósir og innfelldir kassar,Hringlaga dós fyrir innfellda lampa (ÞxD) 15x10 cm,í plasteinangrun í loft,01.03.2011,6
LAGNALEIÐIR,Dósir og innfelldir kassar,Kassi fyrir innfellda lampa <15X15 cm,í steypu,01.12.2007,1
LAGNALEIÐIR,Dósir og innfelldir kassar,Kassi fyrir innfellda lampa <15X15 cm,í timbur eða gifs,01.12.2007,1.8
LAGNALEIÐIR,Dósir og innfelldir kassar,Kassi fyrir innfellda lampa <30X150 cm,í steypu,01.12.2007,2.5
LAGNALEIÐIR,Dósir og innfelldir kassar,Kassi fyrir innfellda lampa <30X150 cm,í timbur eða gifs,01.12.2007,3.3
LAGNALEIÐIR,Dósir og innfelldir kassar,Kassi fyrir innfellda lampa <40X40 cm, í steypu,01.12.2007,1.5
LAGNALEIÐIR,Dósir og innfelldir kassar,Kassi fyrir innfellda lampa <40X40 cm,í timbur eða gifs,01.12.2007,2.3
LAGNALEIÐIR,Dósir og innfelldir kassar,Kassi fyrir innfellda lampa <60X60 cm,í steypu,01.12.2007,2
LAGNALEIÐIR,Dósir og innfelldir kassar,Kassi fyrir innfellda lampa <60X60 cm,í timbur eða gifs,01.12.2007,2.8
LAGNALEIÐIR,Dósir og innfelldir kassar,Klossi <15X15 cm í steypumót (plast eða timbur),"í bita, súlur, lokuð mót, tvöfalda járnagrind",01.12.2007,1.2
LAGNALEIÐIR,Dósir og innfelldir kassar,Klossi <15X15 cm í steypumót (plast eða timbur),venjuleg járnagrind eða engin,01.12.2007,1
LAGNALEIÐIR,Dósir og innfelldir kassar,Klossi <30X150 cm í steypumót (plast eða timbur),"í bita, súlur, lokuð mót, tvöfalda járnagrind ",01.12.2007,6
LAGNALEIÐIR,Dósir og innfelldir kassar,Klossi <30X150 cm í steypumót (plast eða timbur),venjuleg járnagrind eða engin,01.12.2007,4
LAGNALEIÐIR,Dósir og innfelldir kassar,Klossi <40X40 cm í steypumót (plast eða timbur),"í bita, súlur, lokuð mót, tvöfalda járnagrind",01.12.2007,2.4
LAGNALEIÐIR,Dósir og innfelldir kassar,Klossi <40X40 cm í steypumót (plast eða timbur),venjuleg járnagrind eða engin,01.12.2007,2
LAGNALEIÐIR,Dósir og innfelldir kassar,Klossi <60X60 cm í steypumót (plast eða timbur),"í bita, súlur, lokuð mót, tvöfalda járnagrind",01.12.2007,4
LAGNALEIÐIR,Dósir og innfelldir kassar,Klossi <60X60 cm í steypumót (plast eða timbur),venjuleg járnagrind eða engin,01.12.2007,3
LAGNALEIÐIR,Dósir og innfelldir kassar,Klossi hogginn úr/tekinn úr steypu (plast eða timbur),"hogginn úr, 15X15 sm, t.d. timbur",01.12.2007,0.6
LAGNALEIÐIR,Dósir og innfelldir kassar,Klossi hogginn úr/tekinn úr steypu (plast eða timbur),"hogginn úr, 30X150 sm, t.d. timbur",01.12.2007,2
LAGNALEIÐIR,Dósir og innfelldir kassar,Klossi hogginn úr/tekinn úr steypu (plast eða timbur),"hogginn úr, 40X40 sm, t.d. timbur",01.12.2007,1
LAGNALEIÐIR,Dósir og innfelldir kassar,Klossi hogginn úr/tekinn úr steypu (plast eða timbur),"hogginn úr, 60X60 sm, t.d. timbur",01.12.2007,1.5
LAGNALEIÐIR,Dósir og innfelldir kassar,Klossi hogginn úr/tekinn úr steypu (plast eða timbur),"tekinn úr, 15x15 sm, t.d. plastklossar",01.10.2019,0.3
LAGNALEIÐIR,Dósir og innfelldir kassar,Klossi hogginn úr/tekinn úr steypu (plast eða timbur),"tekinn úr, 30x150 sm, t.d. plastklossar",01.10.2019,1
LAGNALEIÐIR,Dósir og innfelldir kassar,Klossi hogginn úr/tekinn úr steypu (plast eða timbur),"tekinn úr, 40x40 sm, t.d. plastklossar",01.10.2019,0.5
LAGNALEIÐIR,Dósir og innfelldir kassar,Klossi hogginn úr/tekinn úr steypu (plast eða timbur),"tekinn úr, 60x60 sm, t.d. plastklossar",01.10.2019,0.75
LAGNALEIÐIR,Dósir og innfelldir kassar,Loftdós,á eða í stein,14.10.2024,0.9
LAGNALEIÐIR,Dósir og innfelldir kassar,Loftdós,"í loftamót, tvöföld járnagrind",01.12.2007,0.75
LAGNALEIÐIR,Dósir og innfelldir kassar,Loftdós,"í loftamót, venjuleg járnagrind eða engin",01.12.2007,0.5
LAGNALEIÐIR,Dósir og innfelldir kassar,Loftdós,"í timbur, gifs eða kerfisloft",01.01.2024,0.9
LAGNALEIÐIR,Dósir og innfelldir kassar,Rammi í gólfkassa vegna múrílags,-,01.01.2000,0.6
LAGNALEIÐIR,Dósir og innfelldir kassar,Rofadós/tengladós,"í bita, súlur",01.12.2007,1.3
LAGNALEIÐIR,Dósir og innfelldir kassar,Rofadós/tengladós,í gifs í loft,09.02.2016,0.9
LAGNALEIÐIR,Dósir og innfelldir kassar,Rofadós/tengladós,í gifs í vegg,09.02.2016,0.75
LAGNALEIÐIR,Dósir og innfelldir kassar,Rofadós/tengladós,í gjallstein og harðan hleðslustein og plastkubba,01.12.2007,1
LAGNALEIÐIR,Dósir og innfelldir kassar,Rofadós/tengladós,"í stein, vikur, gifshlaðning, einangrun og steinull",01.01.2000,0.75
LAGNALEIÐIR,Dósir og innfelldir kassar,Rofadós/tengladós,í timbur lofti,01.01.2000,0.9
LAGNALEIÐIR,Dósir og innfelldir kassar,Rofadós/tengladós,"í timbur, veggir",01.01.2000,0.75
LAGNALEIÐIR,Dósir og innfelldir kassar,Rofadós/tengladós,"í veggjamót, tvöföld járnagrind eða lokuð mót",01.01.2000,0.9
LAGNALEIÐIR,Dósir og innfelldir kassar,Rofadós/tengladós,"í veggjamót, venjuleg járnagrind eða engin",01.12.2007,0.75
LAGNALEIÐIR,Dósir og innfelldir kassar,Rofadós/tengladós,utanáliggjandi með festingum,12.12.2025,0
LAGNALEIÐIR,Dósir og innfelldir kassar,Tengidós 10x10 cm eða minni,á vegg eða tækjaplötu,01.12.2007,0.78
LAGNALEIÐIR,Dósir og innfelldir kassar,Tengidós 10x10 cm eða minni,fyllt með rasin fylliefni,01.04.2010,2
LAGNALEIÐIR,Dósir og innfelldir kassar,Tengidós 15x15 cm,á vegg eða tækjaplötu,01.12.2007,1.28
LAGNALEIÐIR,Dósir og innfelldir kassar,Tengidós 15x15 cm,fyllt með rasin fylliefni,01.04.2010,2.6
LAGNALEIÐIR,Dósir og innfelldir kassar,Tengidós 20x20 cm,utanáliggjandi með festingum,01.12.2007,0.75
LAGNALEIÐIR,Dósir og innfelldir kassar,Tenglagrind og lok í gólfkassa,-,01.01.2000,0.8
LAGNALEIÐIR,Dósir og innfelldir kassar,Úttaksplata á gólfkassa,-,01.01.2000,0.6
LAGNALEIÐIR,Dósir og innfelldir kassar,Veggdós,"í bita, súlur",06.02.2024,1.3
LAGNALEIÐIR,Dósir og innfelldir kassar,Veggdós,í gifs,06.02.2024,0.75
LAGNALEIÐIR,Dósir og innfelldir kassar,Veggdós,í gifs í loft,06.02.2024,0.9
LAGNALEIÐIR,Dósir og innfelldir kassar,Veggdós,í gjallstein og harðan hleðslustein og plastkubba,06.02.2024,1
LAGNALEIÐIR,Dósir og innfelldir kassar,Veggdós,"í stein, vikur, gifshlaðning, einangrun og steinull",06.02.2024,0.75
LAGNALEIÐIR,Dósir og innfelldir kassar,Veggdós,í timbur,06.02.2024,0.75
LAGNALEIÐIR,Dósir og innfelldir kassar,Veggdós,í timbur lofti,06.02.2024,0.9
LAGNALEIÐIR,Dósir og innfelldir kassar,Veggdós,"í veggjamót, tvöföld járnagrind eða lokuð mót",06.02.2024,0.9
LAGNALEIÐIR,Dósir og innfelldir kassar,Veggdós,"í veggjamót, venjuleg járnagrind eða engin",06.02.2024,0.75
LAGNALEIÐIR,"Greiningar, krossar, horn o.fl. fyrir streng- og tenglarennur",Endaplata á rennu,-,01.01.2000,0.15
LAGNALEIÐIR,"Greiningar, krossar, horn o.fl. fyrir streng- og tenglarennur",Greining á R/T rennu ál m/jarðb.,Einf,01.12.2007,2.13
LAGNALEIÐIR,"Greiningar, krossar, horn o.fl. fyrir streng- og tenglarennur",Greining á R/T rennu ál m/jarðb.,Tvöf,01.12.2007,2.73
LAGNALEIÐIR,"Greiningar, krossar, horn o.fl. fyrir streng- og tenglarennur",Greining á R/T rennu plast,Einf,01.12.2007,1.6
LAGNALEIÐIR,"Greiningar, krossar, horn o.fl. fyrir streng- og tenglarennur",Greining á R/T rennu plast,Tvöf,01.12.2007,2.2
LAGNALEIÐIR,"Greiningar, krossar, horn o.fl. fyrir streng- og tenglarennur",Greining á strengrennu 101-200 mm,-,01.12.2007,1
LAGNALEIÐIR,"Greiningar, krossar, horn o.fl. fyrir streng- og tenglarennur",Greining á strengrennu 201-300 mm,-,01.12.2007,1.6
LAGNALEIÐIR,"Greiningar, krossar, horn o.fl. fyrir streng- og tenglarennur",Greining á strengrennu 41-100 mm,-,01.12.2007,0.85
LAGNALEIÐIR,"Greiningar, krossar, horn o.fl. fyrir streng- og tenglarennur",Greiningar á strengrennur <=40 mm,-,01.12.2007,0.75
LAGNALEIÐIR,"Greiningar, krossar, horn o.fl. fyrir streng- og tenglarennur",Horn á gólfrennu 150-250 mm,-,01.12.2007,1.1
LAGNALEIÐIR,"Greiningar, krossar, horn o.fl. fyrir streng- og tenglarennur",Horn á gólfrennu 300-350 mm,-,01.12.2007,1.5
LAGNALEIÐIR,"Greiningar, krossar, horn o.fl. fyrir streng- og tenglarennur",Horn á gólfrennu 400-600 mm,-,01.12.2007,1.8
LAGNALEIÐIR,"Greiningar, krossar, horn o.fl. fyrir streng- og tenglarennur",Kross á gólfrennu,150-250 mm,01.12.2007,1.8
LAGNALEIÐIR,"Greiningar, krossar, horn o.fl. fyrir streng- og tenglarennur",Kross á gólfrennu,300-350 mm,01.12.2007,2.5
LAGNALEIÐIR,"Greiningar, krossar, horn o.fl. fyrir streng- og tenglarennur",Kross á gólfrennu,400-600 mm,01.12.2007,3.5
LAGNALEIÐIR,"Greiningar, krossar, horn o.fl. fyrir streng- og tenglarennur",Opna og loka rennu,skurður innifalinn,01.12.2007,0.5
LAGNALEIÐIR,"Greiningar, krossar, horn o.fl. fyrir streng- og tenglarennur",Té á gólfrennu 150-250 mm,-,19.05.2016,1.8
