Main_category,Sub_category,Item,Conditions,Effective_date,Unit_cost
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,Ádrag/gormádrag 10 mm,-,01.12.2007,0.15
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,Ádrag/gormádrag 20 mm,-,01.12.2007,0.25
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,Ádrag/gormádrag 50 mm,-,01.12.2007,0.5
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,Ádrag/gormádrag 70 mm,-,01.12.2007,0.75
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,Gaumljós í töflu,m/tengingum,01.12.2007,1.32
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,"Grind hlíf og hurð á kassa í steypu, 0,20 m²",,01.12.2007,0.9
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,"Grind hlíf og hurð á kassa í steypu, 0,60 m²",,01.12.2007,1.8
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,"Grind hlíf og hurð á kassa í steypu, 1 m²",,01.12.2007,2.8
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,Handfang út í hurð,,01.12.2007,5
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,"Hurð í skáp 0,20 m²",,30.10.2015,0.5
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,"Hurð í skáp 0,60 m²",,30.10.2015,0.75
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,"Hurð í skáp 1,00 m²",,30.10.2015,1.1
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,Lykilrofi,Hitastillir m/ tengingum,01.12.2007,1.33
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,Lykilrofi,Hurðarrofi f. töfluljós m/ tegingum,01.12.2007,3.57
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,Lykilrofi,Töfluhitari m/tengingum,01.12.2007,1.21
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,Lykilrofi,Töfluljós m tengli m/tengingum,01.12.2007,3.57
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,Lykilrofi,Töflutenglar 16A m/tengingum,01.12.2007,1.18
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,Lykilrofi,uppsetning og tenging,01.12.2007,1.28
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,"Mælieining í skáp 0,2 m²/ greinieining 36 greina",uppsetning,30.09.2025,1.5
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,"Mælieining í skáp 0,6 m²/ greinieining 72 greina",uppsetning,01.01.2000,3
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,Renna með loki,sagaðar,01.12.2007,0.64
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,Renna með loki,tilbúnar,01.12.2007,0.3
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,Rofi án ljóss ,smelltur á raðskinnu m/tengingu,01.12.2007,0.87
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,Rofi með ljósi,smelltur á raðskinnu m/tengingu,01.12.2007,1.54
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,Skipt um flangs í töfluskáp,-,12.06.2025,0.5
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,Skjár/display,án gata og festinga,09.02.2016,4
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,Skjár/display,í rofadós með festingum,09.02.2016,2.5
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,"Smíðaður og festur rammi í steypumót, fyrir töflu eða tengikassa","0,2 m²",01.12.2007,0.75
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,"Smíðaður og festur rammi í steypumót, fyrir töflu eða tengikassa","0,6 m²",01.12.2007,1.75
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,"Smíðaður og festur rammi í steypumót, fyrir töflu eða tengikassa","1,0 m²",01.12.2007,3.5
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,"Smíðaður og festur rammi í steypumót, fyrir töflu eða tengikassa","1,5 m²",01.12.2007,5.25
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,"Tengikassahlíf, 0,2 m²",-,01.12.2007,0.4
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,"Tengikassahlíf, 0,6 m²",-,01.12.2007,0.9
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,"Tengikassahlíf, 1,0 m²",-,01.12.2007,1.5
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,"Tengikassahlíf, 1,5 m²",-,01.12.2007,2
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,"Tengikassahlíf, 2,0 m²",-,01.12.2007,2.5
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,"Tengikassahlíf, 2,5 m²",-,01.12.2007,3
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,"Tengikassahlíf, 3,0 m²",-,01.12.2007,3.5
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,Töfludimmer,,05.02.2016,2.36
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,Valrofi,uppsetning og tenging,01.12.2007,2.29
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,Vinkil/stól festing f. skáp,-,01.01.2000,0.25
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,Vírahalda,smellt,01.01.2000,0.06
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,Víramerki,"prentuð og sett á, 2x",01.01.2000,0.3
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,Víramerki,"þrædd, 1x",01.01.2000,0.1
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,Þrýstihnappur án ljóss,smelltur á raðskinnu m/tengingu,19.05.2016,0.87
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,Þrýstihnappur með ljósi,smelltur á raðskinnu m/tengingu,19.05.2016,1.54
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,Þrýstirofi með ljósi ,1f uppsetning og tenging,01.12.2007,1.32
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,Þrýstirofi með ljósi ,2f uppsetning og tenging,01.12.2007,1.94
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,Þrýstirofi með ljósi ,3f uppsetning og tenging,01.12.2007,2.56
LÁGSPENNUKERFI,Íhlutir fyrir skápa og töflur,Þrýstirofi með ljósi ,4f uppsetning og tenging,01.12.2007,3.18
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Boltaðar tengingar,strengskór settur á =16q vír og festur með bolta eða skrúfu,11.03.2025,0.3
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Boltaðar tengingar,strengskór settur á 25-35q vír og festur með bolta eða skrúfu,11.03.2025,0.35
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Boltaðar tengingar,strengskór settur á 50-70q vír og festur með bolta eða skrúfu,11.03.2025,0.5
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Boltaðar tengingar,strengskór settur á 95-120q vír og festur með bolta eða skrúfu,11.03.2025,0.9
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Cadweld suða,<= 50q vír í beygt járn,04.10.2019,2.85
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Cadweld suða,<= 50q vír í járn,04.10.2019,2.6
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Cadweld suða,<= 50q vír í vír,04.10.2019,2.1
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Cadweld suða,>= 50q vír í járn,04.10.2019,2.9
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Cadweld suða,>= 70q vír í beygt járn,04.10.2019,3.15
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Cadweld suða,>= 70q vír í vír,04.10.2019,2.4
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Jarðklemma á vatnsrör,< 50,02.10.2019,1.75
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Jarðklemma á vatnsrör,>50,02.10.2019,2.5
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Jarðklemma/grunntengi á baðkar/sturtubotn,-,01.01.2000,2.09
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Jarðklemmufesting á strengstiga,-,11.03.2025,0.5
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Jarðskinna 50x10 mm Cu,"m uppsettir, með ""stólum""",11.02.2025,3
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Jarðtengiplatti ~85x85 mm Cu <= 250 q,uppsetning og tenging,09.02.2016,2.75
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Jarðvír 10 mm² Cu ber,lagður í strengstiga,01.07.2024,0.42
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Jarðvír 120 mm² Cu ber,lagður í strengstiga,01.07.2024,1.5
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Jarðvír 150 mm² Cu ber,lagður í strengstiga,01.07.2024,1.5
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Jarðvír 16 mm² Cu ber,lagður í strengstiga,01.07.2024,0.42
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Jarðvír 25 mm² Cu ber,lagður í strengstiga,01.07.2024,0.42
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Jarðvír 35 mm² Cu ber,lagður í strengstiga,01.07.2024,0.42
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Jarðvír 50 mm² Cu ber,lagður í strengstiga,01.07.2024,0.6
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Jarðvír 6 mm² Cu ber,lagður í strengstiga,14.10.2024,0.4
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Jarðvír 70 mm² Cu ber,lagður í strengstiga,01.07.2024,0.78
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Jarðvír 95 mm² Cu ber,lagður í strengstiga,01.07.2024,0.94
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Járn lögð í húsgrunni sem sökkulskaut,m lagðir af járni án samtengingar,04.10.2019,0.25
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Klemmdar tengingar (C-klemmur),<= 16 q vírar,11.03.2025,0.3
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Klemmdar tengingar (C-klemmur),25-35 q vírar,11.03.2025,0.35
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Klemmdar tengingar (C-klemmur),50-70 q vírar,11.03.2025,0.5
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Klemmdar tengingar (C-klemmur),95-120 q vírar,11.03.2025,0.9
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Rafsuða,-,04.10.2019,0.5
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Skinna fyrir sökkulskaut ,a.o.m. 250 q  utanáliggjandi,01.12.2007,2.75
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Skinna fyrir sökkulskaut ,"a.o.m. 250 q komi í tengikassa, með kassa",01.12.2007,5
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Sökkulskaut,heildarverð,01.07.2024,0
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Spennujöfnun,heildarverð,01.10.2019,0
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Spennujöfnun tækis eða strengstiga,-,11.02.2025,0.42
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Stafskaut,rekið niður í jörðu og tengt,04.10.2019,6
LÁGSPENNUKERFI,Jarðtengingar og spennujöfnun,Tenging á járnalögn í sökkulskauti með vírlás,-,04.10.2019,0.5
LÁGSPENNUKERFI,Mælingar,Dregið út f. mælum 1x63 A,innifalin merking á vírendum,01.12.2007,3.84
LÁGSPENNUKERFI,Mælingar,Dregið út f. mælum 3x120 A,innifalin merking á vírendum,01.12.2007,11.28
LÁGSPENNUKERFI,Mælingar,Dregið út f. mælum 3x63-100 A,innifalin merking á vírendum,01.12.2007,7.68
LÁGSPENNUKERFI,Mælingar,Mælakassi f. sumarhús ,Án uppsetningar og tenginar,01.12.2007,13.28
LÁGSPENNUKERFI,Mælingar,Mælakassi f. sumarhús ,Með uppsetningu og tengingu,01.12.2007,12.74
LÁGSPENNUKERFI,Mælingar,Mælar 3x630 A. 300q+straumsp.,Settir upp og tengdir ,01.12.2007,37.05
LÁGSPENNUKERFI,Mælingar,Mælastöð + straumspennar 200 A. 70q ,"innif. merking á vírendum staðsetn, borun, víring, tenging",01.12.2007,22.59
LÁGSPENNUKERFI,Mælingar,Mælastöð + straumspennar 315 A. 120q ,"innif. merking á vírendum staðsetn, borun, víring, tenging",01.12.2007,23.59
LÁGSPENNUKERFI,Mælingar,Mælastöð + straumspennar 400 A. 185q ,"innif. merking á vírendum staðsetn, borun, víring, tenging",01.12.2007,24.59
LÁGSPENNUKERFI,Mælingar,Mælastöð + straumspennar 630 A. 300q,"innif. merking á vírendum staðsetn, borun, víring, tenging",01.12.2007,25.59
LÁGSPENNUKERFI,Mælingar,Mælir 3x200 A. 70q+straumsp,Settir upp og tengdir ,01.12.2007,18.27
LÁGSPENNUKERFI,Mælingar,Mælir 3x315 A. 120q+straumsp.,Settir upp og tengdir ,01.12.2007,25.09
LÁGSPENNUKERFI,Mælingar,Mælir 3x400 A. 185q+straumsp,Settir upp og tengdir ,01.12.2007,29.63
LÁGSPENNUKERFI,Mælingar,Rofaklukkur tímateljarar m/tengingum,1f,01.12.2007,1.49
LÁGSPENNUKERFI,Mælingar,Rofaklukkur tímateljarar m/tengingum,2f,01.12.2007,2.36
LÁGSPENNUKERFI,Mælingar,Rofaklukkur tímateljarar m/tengingum,3f,01.12.2007,3.23
LÁGSPENNUKERFI,Mælingar,Rofaklukkur tímateljarar m/tengingum,4f,01.12.2007,4.1
LÁGSPENNUKERFI,Mælingar,"Spennumælar 2, 3 straummælar, snari og straumspennar","<315 A, 120q",01.12.2007,25.74
LÁGSPENNUKERFI,Mælingar,"Spennumælar 3, 3 straummælar, snari og straumspennar","<400 A, 185q",01.12.2007,26.74
LÁGSPENNUKERFI,Mælingar,"Spennumælar 4, 3 straummælar, snari og straumspennar","< 630 A, 300q",01.12.2007,27.74
LÁGSPENNUKERFI,Mælingar,"Spennumælir 1, 3 straummælar, snari og straumspennar","<200 A, 70q",01.12.2007,24.74
LÁGSPENNUKERFI,Mælingar,Straummælir,"Gat í panel 9x9 cm, m/ tengingum",01.12.2007,4.37
LÁGSPENNUKERFI,Mælingar,Voltmælir,Gat í panel 9x9 cm,19.05.2016,4.37
LÁGSPENNUKERFI,Raðtengi,Endaplata á raðtengi,uppsetning,11.03.2025,0.15
LÁGSPENNUKERFI,Raðtengi,Endastopp á raðtengi,uppsetning,11.03.2025,0.05
LÁGSPENNUKERFI,Raðtengi,"Raðtengi 1 x tengi, 2,5q","með vír endahulsum, tenging og merking",01.12.2007,0.41
LÁGSPENNUKERFI,Raðtengi,"Raðtengi 1 x tengi, 4-6q","með vír endahulsum, tenging og merking",01.12.2007,0.61
LÁGSPENNUKERFI,Raðtengi,"Raðtengi 1x tengi, 10-16q","með vír endahulsum, tenging og merking",01.12.2007,0.87
LÁGSPENNUKERFI,Raðtengi,"Raðtengi 1x tengi, 150-185q","með vír endahulsum, tenging og merking",01.12.2007,4.64
LÁGSPENNUKERFI,Raðtengi,"Raðtengi 1x tengi, 240-300q","með vír endahulsum, tenging og merking",01.12.2007,6.01
LÁGSPENNUKERFI,Raðtengi,"Raðtengi 1x tengi, 25-35q","með vír endahulsum, tenging og merking",01.12.2007,1.37
LÁGSPENNUKERFI,Raðtengi,"Raðtengi 1x tengi, 50-70q","með vír endahulsum, tenging og merking",01.12.2007,2.25
LÁGSPENNUKERFI,Raðtengi,"Raðtengi 1x tengi, 95-120q","með vír endahulsum, tenging og merking",01.12.2007,3.8
LÁGSPENNUKERFI,Raðtengi,"Raðtengi 3x tengi = 1 fasi + N + PE, 10-16q","með vír endahulsum, tenging og merking",01.12.2007,1.45
LÁGSPENNUKERFI,Raðtengi,"Raðtengi 3x tengi = 1 fasi + N + PE, 150-185","með vír endahulsum, tenging og merking",01.12.2007,6.15
LÁGSPENNUKERFI,Raðtengi,"Raðtengi 3x tengi = 1 fasi + N + PE, 2,5q","með vír endahulsum, tenging og merking",01.12.2007,0.73
LÁGSPENNUKERFI,Raðtengi,"Raðtengi 3x tengi = 1 fasi + N + PE, 240-300","með vír endahulsum, tenging og merking",01.12.2007,8.17
LÁGSPENNUKERFI,Raðtengi,"Raðtengi 3x tengi = 1 fasi + N + PE, 25-35q","með vír endahulsum, tenging og merking",01.12.2007,2.15
LÁGSPENNUKERFI,Raðtengi,"Raðtengi 3x tengi = 1 fasi + N + PE, 4-6q","með vír endahulsum, tenging og merking",01.12.2007,1.03
LÁGSPENNUKERFI,Raðtengi,"Raðtengi 3x tengi = 1 fasi + N + PE, 50-70","með vír endahulsum, tenging og merking",01.12.2007,3.18
LÁGSPENNUKERFI,Raðtengi,"Raðtengi 3x tengi = 1 fasi + N + PE, 95-120q","með vír endahulsum, tenging og merking",01.12.2007,5.06
LÁGSPENNUKERFI,Raðtengi,"Raðtengi 5x tengi = 3 fasar + N + PE, 10-16q","með vír endahulsum, tenging og merking",01.12.2007,3.19
LÁGSPENNUKERFI,Raðtengi,"Raðtengi 5x tengi = 3 fasar + N + PE, 150-185q","með vír endahulsum, tenging og merking",01.12.2007,15.43
LÁGSPENNUKERFI,Raðtengi,"Raðtengi 5x tengi = 3 fasar + N + PE, 2,5q","með vír endahulsum, tenging og merking",01.12.2007,1.55
LÁGSPENNUKERFI,Raðtengi,"Raðtengi 5x tengi = 3 fasar + N + PE, 240-300q","með vír endahulsum, tenging og merking",01.12.2007,20.39
LÁGSPENNUKERFI,Raðtengi,"Raðtengi 5x tengi = 3 fasar + N + PE, 25-35q","með vír endahulsum, tenging og merking",01.12.2007,4.59
LÁGSPENNUKERFI,Raðtengi,"Raðtengi 5x tengi = 3 fasar + N + PE, 4-6q","með vír endahulsum, tenging og merking",01.12.2007,2.25
LÁGSPENNUKERFI,Raðtengi,"Raðtengi 5x tengi = 3 fasar + N + PE, 50-70q","með vír endahulsum, tenging og merking",01.12.2007,7.38
LÁGSPENNUKERFI,Raðtengi,"Raðtengi 5x tengi = 3 fasar + N + PE, 95-12q","með vír endahulsum, tenging og merking",01.12.2007,12.66
LÁGSPENNUKERFI,Rofar og skynjarar,Blindlok,-,01.01.2000,0.1
LÁGSPENNUKERFI,Rofar og skynjarar,Dimmer a.o.m. 1500 W innfelldur,uppsetning og tenging,01.12.2007,0.85
LÁGSPENNUKERFI,Rofar og skynjarar,Dimmer a.o.m. 1500 W utanáliggjandi,uppsetning og tenging,01.12.2007,1.39
LÁGSPENNUKERFI,Rofar og skynjarar,Dimmer a.o.m. 600 W innfelldur,uppsetning og tenging,01.12.2007,0.71
LÁGSPENNUKERFI,Rofar og skynjarar,Dimmer a.o.m. 600 W utanáliggjandi,uppsetning og tenging,01.12.2007,1.04
LÁGSPENNUKERFI,Rofar og skynjarar,Fasttengi með tengingum,"<= 2,5q",01.12.2007,0.97
LÁGSPENNUKERFI,Rofar og skynjarar,Fasttengi með tengingum,10-16q,01.12.2007,3.07
LÁGSPENNUKERFI,Rofar og skynjarar,Fasttengi með tengingum,"3 Fasa N+J 10 endar, <= 2,5q",01.12.2007,2.35
LÁGSPENNUKERFI,Rofar og skynjarar,Fasttengi með tengingum,"3 Fasa N+J 10 endar, 10-16q",01.12.2007,4.95
LÁGSPENNUKERFI,Rofar og skynjarar,Fasttengi með tengingum,"3 Fasa N+J 10 endar, 4-6q",01.12.2007,3.35
LÁGSPENNUKERFI,Rofar og skynjarar,Fasttengi með tengingum,4-6q,01.12.2007,2.11
LÁGSPENNUKERFI,Rofar og skynjarar,Gaumljós,"sbr. ljós,vasaljós, næturljós og annar búnaður",01.12.2007,1.5
LÁGSPENNUKERFI,Rofar og skynjarar,Hreyfiskynjari ,á vegg,03.11.2019,0.9
LÁGSPENNUKERFI,Rofar og skynjarar,Hreyfiskynjari ,í loft,03.11.2019,1.02
LÁGSPENNUKERFI,Rofar og skynjarar,Ljósnemi innfelldur,uppsetning og tenging,01.12.2007,0.71
LÁGSPENNUKERFI,Rofar og skynjarar,Ljósnemi utanáliggjandi inni,uppsetning og tenging,01.12.2007,1.9
LÁGSPENNUKERFI,Rofar og skynjarar,Ljósnemi utanáliggjandi úti ,uppsetning og tenging,01.12.2007,2.14
LÁGSPENNUKERFI,Rofar og skynjarar,Rofapungur,-,27.01.2025,1.83
LÁGSPENNUKERFI,Rofar og skynjarar,Rofi 10 A einfaldur samrofi innfelldur,uppsetning og tenging,05.02.2016,0.71
LÁGSPENNUKERFI,Rofar og skynjarar,Rofi 10 A innfelldur,uppsetning og tenging,01.12.2007,0.71
LÁGSPENNUKERFI,Rofar og skynjarar,Rofi 10 A krossrofi,uppsetning og tenging,05.02.2016,0.83
LÁGSPENNUKERFI,Rofar og skynjarar,Rofi 10 A tvöfaldur samrofi innfelldur ,uppsetning og tenging,01.01.2009,1.07
LÁGSPENNUKERFI,Rofar og skynjarar,Rofi 10 A tvöfaldur samrofi utanáliggjandi,uppsetning og tenging,04.10.2019,1.32
LÁGSPENNUKERFI,Rofar og skynjarar,Rofi 10 A tvöfaldur þrýstirofi ,uppsetning og tenging,05.02.2016,0.83
LÁGSPENNUKERFI,Rofar og skynjarar,Rofi 10 A utanáliggjandi,uppsetning og tenging,01.12.2007,1.15
LÁGSPENNUKERFI,Rofar og skynjarar,Rofi 10 A þrýstirofi,uppsetning og tenging,05.02.2016,0.71
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Bilunarstraums-/lekaliðasjálfvar 2x10 A,uppsetning og tenging,14.10.2024,1.18
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Bilunarstraums-/lekaliðasjálfvar 2x13 A,uppsetning og tenging,14.10.2024,1.18
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Bilunarstraums-/lekaliðasjálfvar 2x16 A ,uppsetning og tenging,14.10.2024,1.18
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Bilunarstraums-/lekaliðasjálfvar 2x20 A,uppsetning og tenging,14.10.2024,1.18
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Bilunarstraums-/lekaliðasjálfvar 2x25 A,uppsetning og tenging,14.10.2024,2.28
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Bilunarstraums-/lekaliðasjálfvar 2x32 A,uppsetning og tenging,30.06.2025,0
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Bilunarstraums-/lekaliðasjálfvar 2x40 A,uppsetning og tenging,31.01.2026,0
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Bilunarstraums-/lekaliðasjálfvar 4x32 A,uppsetning og tenging,30.06.2026,0
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Bilunarstraumsrofi 2x25 A,uppsetning og tenging,01.12.2007,2.14
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Bilunarstraumsrofi 2x40 A,uppsetning og tenging,01.07.2024,2.14
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Bilunarstraumsrofi 2x63 A,uppsetning og tenging,01.12.2007,2.98
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Bilunarstraumsrofi 4x100-160 A,uppsetning og tenging,01.12.2007,11.2
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Bilunarstraumsrofi 4x16 A,uppsetning og tenging,19.06.2025,4.28
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Bilunarstraumsrofi 4x20 A,uppsetning og tenging,19.06.2025,4.28
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Bilunarstraumsrofi 4x25 A,uppsetning og tenging,01.12.2007,4.28
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Bilunarstraumsrofi 4x40 A,uppsetning og tenging,01.12.2007,4.28
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Bilunarstraumsrofi 4x63 A,uppsetning og tenging,01.12.2007,5.96
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Sjálfvar 1x10 A,uppsetning og tenging,01.07.2024,0.94
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Sjálfvar 1x100 A,uppsetning og tenging,01.12.2007,2.24
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Sjálfvar 1x125 A,uppsetning og tenging,01.12.2007,2.24
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Sjálfvar 1x13 A,uppsetning og tenging,01.07.2024,0.94
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Sjálfvar 1x16 A,uppsetning og tenging,01.07.2024,0.94
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Sjálfvar 1x20 A,uppsetning og tenging,01.07.2024,0.94
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Sjálfvar 1x25 A,uppsetning og tenging,01.07.2024,1.14
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Sjálfvar 1x32 A,uppsetning og tenging,01.07.2024,1.14
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Sjálfvar 1x40 A,uppsetning og tenging,01.07.2024,1.4
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Sjálfvar 1x50 A,uppsetning og tenging,01.07.2024,1.4
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Sjálfvar 1x63 A,uppsetning og tenging,01.07.2024,1.4
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Sjálfvar 1x80 A,uppsetning og tenging,01.12.2007,1.64
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Sjálfvar 2x10 A,uppsetning og tenging,01.07.2024,1.88
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Sjálfvar 2x100 A,uppsetning og tenging,01.12.2007,4.48
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Sjálfvar 2x125 A,uppsetning og tenging,01.12.2007,4.48
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Sjálfvar 2x13 A,uppsetning og tenging,01.07.2024,1.88
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Sjálfvar 2x16 A,uppsetning og tenging,01.07.2024,1.88
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Sjálfvar 2x20 A,uppsetning og tenging,01.07.2024,1.88
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Sjálfvar 2x25 A,uppsetning og tenging,01.07.2024,2.28
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Sjálfvar 2x32 A,uppsetning og tenging,01.07.2024,2.28
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Sjálfvar 2x40 A,uppsetning og tenging,01.07.2024,2.8
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Sjálfvar 2x50 A,uppsetning og tenging,01.07.2024,2.8
LÁGSPENNUKERFI,Sjálfvör og bilunarstraumsrofar,Sjálfvar 2x63 A,uppsetning og tenging,01.07.2024,2.8
